$p=5$	$p=10$	$p=15$	$p=20$	$p=25$	$\text{FFT + Hann}$
0.010012864848343007	0.02319313068540351	0.03198991658133463	0.027361054548724704	0.03365101891833094	1.3385190051913765
0.009879126109214216	0.026669023112622068	0.0354363396577601	0.02998925396430452	0.03681365980414677	0.6534966234607296
0.00975057677374306	0.030798434841039193	0.039629068037171186	0.03351922594245719	0.040930446174079406	2.7099354717016158
0.009627010844851899	0.035683616382098965	0.0447125383155407	0.038212371362191286	0.046253212001599514	5.480528551198532
0.009508232009952296	0.04142203184297136	0.05085244328169653	0.04442928126773171	0.05311480626365621	3.709250976008876
0.009394053100487647	0.048089696068770504	0.058229613330864266	0.05266076751406747	0.06194731674055835	3.5758070208910615
0.009284295584227905	0.0557152934182223	0.06702554007378025	0.06355985746194123	0.07329500731911331	4.980898019473948
0.009178789088166642	0.06424418212016245	0.07739480486237549	0.07795979583762636	0.08780785022121072	2.8319299418292543
0.00907737095002683	0.07349482216672701	0.0894191951736635	0.09684155357522033	0.10618731439609382	6.341845140202683
0.00897988579652649	0.08311647192939073	0.10304013331512976	0.12117670289560899	0.1290357882442843	44.766799834643535
0.008886185146688904	0.092565367724157	0.11797266722622289	0.15152603616783517	0.15654472228935123	73.08866751303287
0.008796127038605432	0.10112300179227321	0.13361796370866666	0.18727651055573086	0.18797916715545004	34.63747795395281
0.008709575678173093	0.1079769528748543	0.1490108750806885	0.22559431620545783	0.22104614454416086	2.899023570779023
0.00862640110843437	0.11236493231068619	0.16285518651054018	0.2607161212044572	0.25151846963816493	5.685833780154612
0.008546478898244367	0.11374885702425672	0.17369196957818242	0.284812432083846	0.27376331783137753	6.8575724000369656
0.008469689849080702	0.11195649695375891	0.18019778984139387	0.29115380990500594	0.2825812101868589	3.793938268376131
0.008395919718894997	0.1072291497739009	0.18152880261635884	0.27794163624137824	0.2756477443901283	1.351153069973586
0.008325058961982164	0.10015313490351717	0.17756690975710693	0.24942789562140286	0.25479279045988307	1.2833157862782598
0.008257002483915315	0.09150732314926589	0.16894751037276456	0.21321071712348882	0.22500045433561677	6.041969980190531
0.008191649410660383	0.08209142370360518	0.15685709495460382	0.17637042592617153	0.19200366896621143	10.98656308305003
0.008128902871046015	0.07259311674688237	0.14270519967961434	0.1433437048900038	0.16028241440081076	16.192578582534708
0.008068669791821224	0.06352004786273571	0.12781461983574788	0.11591113025086833	0.13236756925428236	15.214183001133392
0.008010860704585732	0.055190906471594	0.11322593423466797	0.09413818639612104	0.10914530497299128	4.478861536753349
0.007955389563927074	0.04776366165883545	0.09963356655895855	0.07729783806288111	0.09049321290169265	0.2647525378520232
0.007902173576143413	0.04127837854815725	0.08741666758400589	0.06444944650578065	0.07582651512356936	0.30812098555284195
0.007851133037973147	0.03569920020299265	0.07671451321926986	0.054713751153837184	0.06443756032553996	1.0544056405964066
0.007802191184790613	0.030948117483048494	0.0675081569933242	0.04736716693516042	0.05566334188620871	3.437818976096813
0.007755274047763657	0.02692881824899236	0.0596884670299076	0.0418509187927836	0.048947921739688156	6.18131915339644
0.0077103103195012975	0.023541823037902018	0.05310474812905184	0.03774854188014228	0.04385203292933467	7.3111779368843
0.007667231227750801	0.02069308511863626	0.04759566236838021	0.03475656600773591	0.04004088795001193	6.017115384543699
0.0076259704167313085	0.01829817763319038	0.04300680061713565	0.03265796611611625	0.03726580583471817	5.373726575679878
0.00758646383571758	0.016283745813280355	0.03919930715605456	0.03130101084495672	0.03534641253622099	4.308990611460042
0.00754864963451107	0.014587404620920513	0.036053032772422694	0.030583378253598255	0.03415572184881345	1.3673654347759165
0.007512468065457925	0.013156847308780289	0.03346662660967006	0.030440502848129894	0.03360839521547757	2.6583373976822275
0.007477861391693608	0.011948628834411657	0.0313560988190866	0.030836927097474424	0.03365165729048228	9.10166032313964
0.007444773801312522	0.010926886619228054	0.029652760661450537	0.031759437667505934	0.03425802719748495	15.804803527254181
0.007413151327178121	0.010062134682338004	0.028301040793926018	0.03321075607409417	0.03541887071491477	9.842679836239796
0.007382941772104666	0.00933019194742437	0.027256426594890474	0.03520245528928601	0.03713763175666713	1.7412141260024052
0.007354094639155814	0.008711263202712764	0.02648363408610785	0.03774561653352177	0.03942142581359665	3.0457631068957194
0.0073265610668185035	0.008189169039585359	0.02595502969937217	0.04083767465696134	0.04226955003300117	8.51996181286243
